title,publication_date,source,content,url,keywords
Pioneering Robot “OTTO” Wins the 2025 IERA Award,2025-12-27,Unknown,The 2025 “Award for Innovation and Entrepreneurship in Robotics & Automation” (IERA) goes to OTTO by Rockwell Automation for its pioneering achievement in...,https://ifr.org/ifr-press-releases/news/pioneering-robot-otto-wins-the-2025-iera-award&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQIARAC&usg=AOvVaw2FnScwYG3qBbTihv7shP4q,transportation robotics
Service Robots See Global Growth Boom,2025-12-27,Unknown,"With 102,900 units (+14%) sold in 2024, more than every other professional service robot was built for the application class transportation and logistics.",https://ifr.org/news/service-robots-see-global-growth-boom&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQICBAC&usg=AOvVaw0czTFAmYmF_56o7TX59TRv,transportation robotics
AI hype? Caltrans robot dog gets credit for solving a crime that never happened,2025-12-27,Unknown,A semi-autonomous robot dog that uses artificial intelligence to perform actions such as walking filmed someone peering through a Caltrans fence — a move...,https://www.sacbee.com/news/local/transportation/article312814363.html&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQIBhAC&usg=AOvVaw0towr8Kd0xwAqrw8A5tgKK,transportation robotics
"Sinbon eyes strong growth with orders from AI, robotics, and smart transport sectors in 4Q26",2025-12-27,Unknown,Electronic components and solutions provider Sinbon Electronics has faced significant pressure on its growth momentum in 2025 amid global economic...,https://www.digitimes.com/news/a20251105PD206/sinbon-growth-robotics-2025-2026.html&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQIAxAC&usg=AOvVaw2l6HmGHY04iJuvqCll1dRR,transportation robotics
"Walk Me: Toyota stuns world with robot chair that walks, climbs, and folds itself",2025-12-27,Unknown,"Toyota's Walk Me is a robotic chair with legs that walk, climb, and fold, redefining mobility at the Japan Mobility Show 2025.",https://interestingengineering.com/transportation/toyotas-walk-me-robotic-chair&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQIBBAC&usg=AOvVaw1Jh_g6khRbd2gkjcGRo7qV,transportation robotics
TU Delft algorithm to enables drones to work together to transport heavy payloads,2025-12-27,Unknown,Scientists at TU Delft in the Netherlands have developed an algorithm that allows multiple autonomous drones to work together to control and transport heavy...,https://www.therobotreport.com/tu-delft-algorithm-lets-drones-work-together-transport-heavy-payloads/&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQICRAC&usg=AOvVaw3cgNfHrnwKIXT0Rj08SPFc,transportation robotics
"New algorithm lets autonomous drones work together to transport heavy, changing payloads",2025-12-27,Unknown,"Scientists at TU Delft, the Netherlands, have developed a new algorithm that allows multiple autonomous drones to work together to control and transport...",https://techxplore.com/news/2025-10-algorithm-autonomous-drones-heavy-payloads.html&ved=2ahUKEwj28IHsqt2RAxUsSvEDHeYxDJUQxfQBegQIAhAC&usg=AOvVaw01x87jIWBHai2DGOv555jZ,transportation robotics
####Technical Talk on Weighbridge Automation and Vehicle Tracking System Held in Udaipur,2025-12-27,Unknown,Udaipur.A technical talk on “Weighbridge Automation and Vehicle Tracking System” was organized today under the joint auspices of the Mining Engineers...,https://pressnote.in/Corporate-News-_527072.html&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIBRAC&usg=AOvVaw20a7vGX2T_HrJMjPK7h0CH,transportation automation
Kargo Raises $42 Million to Scale AI Warehouse Tech,2025-12-27,Unknown,Kargo has secured $42 million in new funding as the warehouse automation company scales its loading dock technology with enterprise customers across...,https://www.ttnews.com/articles/kargo-42m-ai-warehouse-tech&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQICRAC&usg=AOvVaw1oME0e2b9ei0NsI3ULrXuU,transportation automation
‘Sink or swim’: The $3 billion decision world’s biggest firms are making to stay ahead,2025-12-27,Unknown,"Australian businesses risk falling behind unless they overhaul their workflows to empower frontline workers and embrace automation, a new study has found.",https://www.skynews.com.au/business/tech-and-innovation/worlds-biggest-manufacturing-retail-and-transportation-and-logistics-companies-can-unlock-billions-in-new-revenue-by-modernising-their-workflows-zebra-technologies-oxford-economics-study-finds/news-story/bb62c6ab596dc4c4ead3734414d52d93&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIChAC&usg=AOvVaw2FjA7a5Ovxkh_TQ5OJw4NW,transportation automation
Moscow to launch 71-931M Vityaz-M with high automation level,2025-12-27,Unknown,Russia: The three-section tram built by PC Transport Systems (PC TS) is currently undergoing the necessary preparations at the depot.,https://rollingstockworld.com/lrv/moscow-to-launch-71-931m-vityaz-m-with-high-automation-level/&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQICBAC&usg=AOvVaw1GmoxUSjFvT5IpWMx74Xa8,transportation automation
NMFTA report details how AI-driven attacks and automation are reshaping cyber risk in transportation,2025-12-27,Unknown,The National Motor Freight Traffic Association (NMFTA) published its annual assessment of the cyber risks reshaping freight and logistics across North...,https://industrialcyber.co/reports/nmfta-report-details-how-ai-driven-attacks-and-automation-are-reshaping-cyber-risk-in-transportation/&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIAxAC&usg=AOvVaw3mdZDZB9nXDAX-I1nh48gB,transportation automation
PHMSA Requests Comments on Modernizing Hazardous Materials Regulations to Facilitate Safe Transportation Using Highly Automated Transportation Systems,2025-12-27,Unknown,"Pipeline and Hazardous Materials Safety Admin launches an ANPRM on updating hazardous materials regulations for drones, robots, and automated vehicles,...",https://natlawreview.com/article/phmsa-requests-comments-modernizing-hazardous-materials-regulations-facilitate-safe&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIBBAC&usg=AOvVaw13sti09D9tjLxv2-JkXcr9,transportation automation
Qargo Raises $33m to Scale AI Logistics Automation,2025-12-27,Unknown,"Series B funding will expand Qargo's AI transport platform across Europe, boosting workflow automation for carriers, forwarders and 3PLs.",https://technologymagazine.com/news/qargo-raises-33m-to-scale-ai-logistics-automation&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIARAC&usg=AOvVaw3SRPDsU3FpIk0mFyz-n3zA,transportation automation
"Inside the next era of motor freight: How data, AI, and automation are redefining performance",2025-12-27,Unknown,"Digital tools, AI-driven insights, and smarter automation are transforming…3 weeks ago",https://www.scmr.com/article/inside-the-next-era-of-motor-freight-how-ai-and-automation-are-redefining-performance&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIBxAC&usg=AOvVaw0DYlRKehUt-3tkrL2D2ovH,transportation automation
FAA seeking air traffic automation system solutions,2025-12-27,Unknown,"Officials with the FAA said CAP would unify the platforms into a single, modern and adaptable solution. The initiative would enhance resiliency and stability...",https://transportationtodaynews.com/featured/36769-faa-seeking-air-traffic-automation-system-solutions/&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIAhAC&usg=AOvVaw1ZBKFKgew344simWkIU8TD,transportation automation
"Trimble Unveils AI-Powered TMS, AI Agents and Automation Tools at Insight 2025",2025-12-27,Unknown,"Trimble launches next-gen AI transportation platform with automated agents for order intake, invoicing, and breakdowns.",https://www.ccjdigital.com/technology/article/15772141/trimble-unveils-aipowered-tms-ai-agents-and-automation-tools-at-insight-2025&ved=2ahUKEwiuyL3sqt2RAxXgRvEDHcl6C8wQxfQBegQIBhAC&usg=AOvVaw3vrf5JpDe-fSwFK9smLtLW,transportation automation
"Engineer Urinrinoghene Omughelli tackles persistent cloud security, reliability challenges using independently developed predictive AI frameworks",2025-12-27,Unknown,"Urinrinoghene Lauretta Omughelli, a Nigerian cloud infrastructure and artificial intelligence (AI) systems engineer, is drawing international.",https://guardian.ng/technology/engineer-urinrinoghene-omughelli-tackles-persistent-cloud-security-reliability-challenges-using-independently-developed-predictive-ai-frameworks/&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIBhAC&usg=AOvVaw3_raZ8QRS1qSqVa-7RhQsH,infrastructure artificial intelligence
Firms channel billions into AI infrastructure as demand booms,2025-12-27,Unknown,"Nvidia has agreed to license technology from AI startup Groq for use in some of its artificial intelligence chips, marking the chipmaker's largest deal and...",https://english.aaj.tv/news/330449978/firms-channel-billions-into-ai-infrastructure-as-demand-booms&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIBxAC&usg=AOvVaw3_mxZ-tbRaMenZbHQ9QvSL,infrastructure artificial intelligence
2025 AI Reasoning Models: How Coding Agents and Infrastructure Investment Reshaped the Industry,2025-12-27,Unknown,"According to DeepLearning.AI, 2025 marked a pivotal shift in artificial intelligence as advanced reasoning models enabled AI systems to 'think before they...",https://blockchain.news/ainews/2025-ai-reasoning-models-how-coding-agents-and-infrastructure-investment-reshaped-the-industry&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIChAC&usg=AOvVaw1jJZUWX4cH_fZVwbdKXtzE,infrastructure artificial intelligence
"DeepLearning.AI The Batch 2025: 3 Reasoning-Model Themes for AI and Crypto Traders — China Chips, Coding Agents, U.S. Infrastructure",2025-12-27,Unknown,"According to @DeepLearningAI, its year-end The Batch edition frames 2025 as the year reasoning models changed everything and explores how AI learned to...",https://blockchain.news/flashnews/deeplearning-ai-the-batch-2025-3-reasoning-model-themes-for-ai-and-crypto-traders-china-chips-coding-agents-u-s-infrastructure&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQICBAC&usg=AOvVaw1uLOdDXz5PfvmOZs5j2_UJ,infrastructure artificial intelligence
NIST and MITRE Launch $20 Million AI Research Centers to Protect U.S. Manufacturing and Critical Infrastructure,2025-12-27,Unknown,The National Institute of Standards and Technology (NIST) has announced a new partnership with The MITRE Corporation to establish two artificial...,https://www.itsecuritynews.info/nist-and-mitre-launch-20-million-ai-research-centers-to-protect-u-s-manufacturing-and-critical-infrastructure/&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIAhAC&usg=AOvVaw09Ee0-pvCVR4Vbd1trDLiu,infrastructure artificial intelligence
"PaXini to Debut at CES 2026, Advancing Embodied AI Infrastructure Through Tactile Sensing",2025-12-27,Unknown,"PRNewswire/ -- PaXini Tech, a developer and supplier of high-precision tactile sensing technologies and embodied intelligence infrastructure, announced that...",https://www.prnewswire.com/news-releases/paxini-to-debut-at-ces-2026-advancing-embodied-ai-infrastructure-through-tactile-sensing-302649554.html&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIARAC&usg=AOvVaw1kX3yjC_UYGpNAtfKEaZ2_,infrastructure artificial intelligence
DELL Rides on Accelerating AI Infrastructure Demand: What's Ahead?,2025-12-27,Unknown,"Dell Technologies gains from rising AI infrastructure demand as AI server orders, shipments, and backlog grow, despite intensifying competition.",https://www.zacks.com/stock/news/2809388/dell-rides-on-accelerating-ai-infrastructure-demand-whats-ahead&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQICRAC&usg=AOvVaw0Jtw21AoCRpTD67Hujn6gu,infrastructure artificial intelligence
MRVL vs. SNDK: Which AI Infrastructure Stock is a Better Bet?,2025-12-27,Unknown,Marvell Technology MRVL and Sandisk SNDK are key players in the technology infrastructure space that are riding the artificial intelligence (AI) wave.,https://www.theglobeandmail.com/investing/markets/stocks/MRVL/pressreleases/36796084/mrvl-vs-sndk-which-ai-infrastructure-stock-is-a-better-bet/&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIBBAC&usg=AOvVaw3Y9SllSX57lOlZe-QAYyeN,infrastructure artificial intelligence
Analysts See Triple-Digit Revenue Growth in 2026 for These 3 AI Infrastructure Stocks,2025-12-27,Unknown,Artificial intelligence is driving explosive demand for computing power as companies invest heavily to develop and deploy AI models.,https://247wallst.com/investing/2025/12/26/analysts-see-triple-digit-revenue-growth-in-2026-for-these-3-ai-infrastructure-stocks/&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIAxAC&usg=AOvVaw01_6mJTmZBa9x-0VDBHiJF,infrastructure artificial intelligence
The Memory Supercycle: Micron Hits All-Time High as AI Infrastructure Demand Redefines the Semiconductor Sector,2025-12-27,Unknown,"As the 2025 holiday season reaches its peak, the financial markets have delivered a resounding gift to the semiconductor industry. On December 24, 2025,...",https://markets.financialcontent.com/stocks/article/marketminute-2025-12-26-the-memory-supercycle-micron-hits-all-time-high-as-ai-infrastructure-demand-redefines-the-semiconductor-sector&ved=2ahUKEwjAqffsqt2RAxWnQUEAHffnOtoQxfQBegQIBRAC&usg=AOvVaw0soZ5N6VYias6TgSrXVxQi,infrastructure artificial intelligence
AI and Machine Learning - Fermaca Digital City to accelerate Mexican AI infrastructure,2025-12-27,Unknown,Mexican fibre infrastructure provider Fermaca is working with the Government of Durango in Mexico and Nvidia to create a next-generation data centre campus.,https://www.smartcitiesworld.net/ai-and-machine-learning/fermaca-digital-city-to-accelerate-mexican-ai-infrastructure&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIBhAC&usg=AOvVaw0_YLWAaeK_4EDt0HHtQvhH,infrastructure machine learning
From cloud-native to AI-native: Why your infrastructure must be rebuilt for intelligence,2025-12-27,Unknown,"To keep up, companies need to rebuild for AI — using GPUs, vector databases and smarter MLOps — so IT can finally become a driver of real innovation,...",https://www.cio.com/article/4096970/from-cloud-native-to-ai-native-why-your-infrastructure-must-be-rebuilt-for-intelligence.html&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIAxAC&usg=AOvVaw2IZXMSu7Y0uHbeWWZOyKIK,infrastructure machine learning
"Hot chips, cold feet: What happens when AI's infrastructure outpaces demand?",2025-12-27,Unknown,The AI bubble may soon burst.,https://www.informationweek.com/machine-learning-ai/hot-chips-cold-feet-what-happens-when-ai-s-infrastructure-outpaces-demand-&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIChAC&usg=AOvVaw2bNhTXoTvvhQf3YUrF24tS,infrastructure machine learning
COLUMN: Critical Infrastructure and the AI Control Problem,2025-12-27,Unknown,"Artificial intelligence is becoming an integral part of the systems that sustain daily life. Utilities use it to forecast energy demand,...",https://www.hstoday.us/subject-matter-areas/cybersecurity/column-critical-infrastructure-and-the-ai-control-problem/&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQICBAC&usg=AOvVaw36QWg7r6FRm-d72ZA69gog,infrastructure machine learning
How AI Predictive Maintenance Cuts Infrastructure Failures by 73%,2025-12-27,Unknown,"Discover how AI predictive maintenance transforms infrastructure management by reducing failures, downtime, and costs.",https://www.netguru.com/blog/ai-predictive-maintenance&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIBxAC&usg=AOvVaw08tyUqDB1dI8xiNuOIhNsL,infrastructure machine learning
HyperPod enhances ML infrastructure with security and storage,2025-12-27,Unknown,"by Mark Vinciguerra, Aditya Neelamraju, Kunal Jha, Vivek Koppuru, Ajay Mahendru, Ross Povelikin, Siddharth Senger, and Takuma Yoshitani on 18 NOV 2025 in...",https://aws.amazon.com/blogs/machine-learning/hyperpod-enhances-ml-infrastructure-with-security-and-storage/&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQICRAC&usg=AOvVaw04E9csp1a9TdmmB9tqespd,infrastructure machine learning
Trends shaping the future of AI infrastructure,2025-12-27,Unknown,"Subscribe • Previous Issues. The PARK Stack Is Becoming the Standard for Production AI. In a previous article, I argued that the open-source project Ray has...",https://gradientflow.substack.com/p/trends-shaping-the-future-of-ai-infrastructure&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIARAC&usg=AOvVaw1a4WyGgaVqJJU7eOY1i7bJ,infrastructure machine learning
OpenAI boss calls on governments to build AI infrastructure,2025-12-27,Unknown,"OpenAI CEO Sam Altman called on world governments Thursday to invest in AI infrastructure, as questions grow about whether the ChatGPT-maker,...",https://techxplore.com/news/2025-11-openai-boss-ai-infrastructure.html&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIBBAC&usg=AOvVaw2s-Chw-pBan-X6eaIxmNLa,infrastructure machine learning
"Exploring a space-based, scalable AI infrastructure system design",2025-12-27,Unknown,Project Suncatcher is a moonshot exploring a new frontier: equipping solar-powered satellite constellations with TPUs and free-space optical links to one...,https://research.google/blog/exploring-a-space-based-scalable-ai-infrastructure-system-design/&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIAhAC&usg=AOvVaw0AxfS1sVQXDIqgOM2hifCf,infrastructure machine learning
Meeting Industry Demand with a New Certification in AI Infrastructure,2025-12-27,Unknown,"Introducing the Cisco AI infrastructure certification, AI Business Practitioner Learning Path, and AI Technical Practitioner certification.",https://blogs.cisco.com/learning/meeting-industry-demand-with-a-new-certification-in-ai-infrastructure&ved=2ahUKEwiyorztqt2RAxVcZ_EDHXYXKsQQxfQBegQIBRAC&usg=AOvVaw3P-jfRkfDKvgHkBPq7wYj4,infrastructure machine learning
Joby Air Taxi Vertiports Will Use AI ‘Recognition’,2025-12-27,Unknown,Electric air taxi developer Joby partners with Metropolis to build 25 AI-enabled vertiports that utilize biometrics and computer vision.,https://www.flyingmag.com/joby-air-taxi-vertiports-ai-recognition/&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQICRAC&usg=AOvVaw2NqCKfbBQaGJWW3QM2-zgi,infrastructure computer vision
Orange grapples with AI-RAN as part of distributed compute infrastructure vision,2025-12-27,Unknown,"Orange's distributed compute for AI infrastructure vision doesn't necessarily align with AI-RAN. But it could do. Bruno Zerbib, Orange's Chief Technology...",https://the-mobile-network.com/2025/11/orange-grapples-with-ai-ran-as-part-of-distributed-compute-infra-vision/&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIBRAC&usg=AOvVaw1MVGsL6FUPzmhArQ2MekBt,infrastructure computer vision
Into the Omniverse: How Smart City AI Agents Transform Urban Operations,2025-12-27,Unknown,"Cities are deploying AI agents, digital twins and computer vision to turn fragmented urban infrastructure into intelligent, responsive spaces.",https://blogs.nvidia.com/blog/smart-city-ai-agents-urban-operations/&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIChAC&usg=AOvVaw0tZhlm1UVN_KcyrlzURpa_,infrastructure computer vision
FAU Engineering receives $1.5m gift to launch the ‘Ubicquia Innovation Center for Intelligent Infrastructure’,2025-12-27,Unknown,"The Ubicquia Innovation Center for Intelligent Infrastructure will drive sensor, AI and analytics innovation to digitize and monitor infrastructure across...",https://www.eurekalert.org/news-releases/1104428&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIBBAC&usg=AOvVaw2e0QLulzObL6PgusVXjeis,infrastructure computer vision
Computer Science Welcomes New Faculty Fall 2025,2025-12-27,Unknown,Boise State University Computer Science is excited to welcome four new faculty poised to boost teaching and research in artificial intelligence and...,https://www.boisestate.edu/coen-cs/2025/09/29/computer-science-welcomes-new-faculty-fall-2025/&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIAhAC&usg=AOvVaw3ICX0U_sN8LLxtHPIT8MuB,infrastructure computer vision
Meta’s Infrastructure Evolution and the Advent of AI,2025-12-27,Unknown,"Over the past 21 years, Meta has grown exponentially from a small social network connecting a few thousand people in a handful of universities in the U.S....",https://engineering.fb.com/2025/09/29/data-infrastructure/metas-infrastructure-evolution-and-the-advent-of-ai/&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIBhAC&usg=AOvVaw1xSoN1DqZbuSh_9AXsLoYR,infrastructure computer vision
UCR computer scientists boost US cybersecurity,2025-12-27,Unknown,"UCR computer scientists are developing tools to expose hidden cybersecurity vulnerabilities, protect private data, and strengthen the digital defenses that...",https://news.ucr.edu/articles/2025/09/18/ucr-computer-scientists-boost-us-cybersecurity&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIARAC&usg=AOvVaw0UByL2hfzfsPpu6SPdutcy,infrastructure computer vision
Critical Infrastructure's Soft Underbelly: Outdated Surveillance Equipment,2025-12-27,Unknown,Surveillance infrastructure has become one of the weakest links in U.S. critical systems. The same network-connected cameras and site monitoring equipment...,https://www.mbtmag.com/cybersecurity/blog/22949345/outdated-surveillance-equipment-is-the-soft-underbelly-of-critical-infrastructure&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIBxAC&usg=AOvVaw3tzUYkXITgJn70sMhNz8u9,infrastructure computer vision
AI-powered road infrastructure transformation - Roads 2047,2025-12-27,Unknown,"By 2047, AI will transform India's roads into intelligent, adaptive, and sustainable networks that drive growth, safety, and net zero goals.",https://kpmg.com/in/en/insights/2025/09/ai-powered-road-infrastructure-transformation-roads-2047.html&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQICBAC&usg=AOvVaw3Gmr8tkBvO9w-ZuAAWr2IG,infrastructure computer vision
Advancing civil infrastructure through intelligent systems and safety research: The work of Dr. Joshua Q. Li,2025-12-27,Unknown,"Civil infrastructure underpins every aspect of modern life — roads that carry families to school, bridges that support commerce and rail systems that...",https://news.okstate.edu/articles/engineering-architecture-technology/2025/advancing-civil-infrastructure-through-intelligent-systems-and-safety-research-the-work-of-dr-joshua-q-li.html&ved=2ahUKEwiSwPjtqt2RAxXFBNsEHToUBdEQxfQBegQIAxAC&usg=AOvVaw1_sc5PZ7ULqtohH9G4phSA,infrastructure computer vision
Building Trustworthy AI: Inside the Emerging Infrastructure Behind Responsible GenAI Systems,2025-12-27,Unknown,Press release - ABNewswire - Building Trustworthy AI: Inside the Emerging Infrastructure Behind Responsible GenAI Systems - published on openPR.com.,https://www.openpr.com/news/4327008/building-trustworthy-ai-inside-the-emerging-infrastructure&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQICBAC&usg=AOvVaw3xcNu6qMzSpqmZ2MNSYreV,infrastructure generative AI
Generative AI Enterprise Infrastructure | Open Storage Summit 2025,2025-12-27,Unknown,"In this Supermicro Open Storage Summit 2025 interview, theCUBE's Rob Strechay sits down with Keith Pijanowski of MinIO and Gary Brown of Intel to explore...",https://www.youtube.com/watch%3Fv%3DApGNJqrm3-I&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIAhAC&usg=AOvVaw1-DFkchbhnW63WXFslUDXN,infrastructure generative AI
PYLER Wins NVIDIA Inception Grand Challenge 2025: Building Korea’s Safety Infrastructure for AI’s Next Decade,2025-12-27,Unknown,"As generative AI accelerates across industries, the global challenge is no longer about creating intelligence—it's about securing trust.",https://koreatechdesk.com/pyler-korea-nvidia-inception-grand-challenge-2025&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIChAC&usg=AOvVaw0mLK3AwpWiCa1nQut55btq,infrastructure generative AI
6 of the Best AI ETFs to Buy for 2026,2025-12-27,Unknown,"Leadership among the main players in artificial intelligence continues to rotate, so investors should consider diversifying with an ETF.",https://money.usnews.com/investing/articles/best-ai-etfs-to-buy&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIBhAC&usg=AOvVaw0eMv_W1aSDEZKDdJ3Fst-s,infrastructure generative AI
"AI Factories, Physical AI, and Advances in Models, Agents, and Infrastructure That Shaped 2025",2025-12-27,Unknown,"NVIDIA developments in generative AI, large language models, high-performance computing are transforming AI solutions and sparking reader interest.",https://developer.nvidia.com/blog/ai-factories-physical-ai-and-advances-in-models-agents-and-infrastructure-that-shaped-2025/&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQICRAC&usg=AOvVaw2JYs9BO46J5ZZrzB0uPSTd,infrastructure generative AI
Nvidia bets on open infrastructure for the agentic AI era with Nemotron 3,2025-12-27,Unknown,The company is positioning its new offerings as a business-ready way for enterprises to build domain-specific agents without first needing to create...,https://www.infoworld.com/article/4106756/nvidia-bets-on-open-infrastructure-for-the-agentic-ai-era-with-nemotron-3.html&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIAxAC&usg=AOvVaw1KdJYdFql_EsK3-jO5xcmP,infrastructure generative AI
Why specialised generative AI is about to democratise the data SaaS market,2025-12-27,Unknown,Specialised generative AI is poised to transform the data industry in the same way that streaming reshaped music and cloud computing reshaped...,https://elitebusinessmagazine.co.uk/technology/artificial-intelligence/item/why-specialised-generative-ai-is-about-to-democratise-the-data-saas-market&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIBxAC&usg=AOvVaw2COedoqTwkeE_2pobdJZAz,infrastructure generative AI
Okestro outlines generative AI strategy and infrastructure plans at Korea ICT conference - CHOSUNBIZ,2025-12-27,Unknown,Okestro outlines generative AI strategy and infrastructure plans at Korea ICT conference Okestro said on the 8th that it will participate in the 2025.,https://biz.chosun.com/en/en-it/2025/12/08/SQGZBUKBQRGYJLWNYATO3TAUGE/&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIBBAC&usg=AOvVaw1lY9Z_smmJX6J-RRUsVcOB,infrastructure generative AI
Oracle: Providing The Leading Cloud Infrastructure For The Generative AI Era (NYSE:ORCL),2025-12-27,Unknown,"Summary · Oracle is reiterated as a buy, with expectations that its recent highs will be exceeded as OCI drives substantial revenue growth. · OCI's superior...",https://seekingalpha.com/article/4850917-oracle-providing-the-leading-cloud-infrastructure-for-the-generative-ai-era&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIBRAC&usg=AOvVaw2lw13Kl67W8Sh_3d5V9zRZ,infrastructure generative AI
Amazon to invest $50B to expand federal AI infrastructure,2025-12-27,Unknown,Amazon will invest $50B starting in 2026 to expand and add 1.3 gigawatts for AI capabilities across three regions for federal government agencies.,https://aibusiness.com/generative-ai/amazon-to-invest-50b-on-federal-ai-infrastructure&ved=2ahUKEwj9t7Xuqt2RAxVAAtsEHZ6KHdoQxfQBegQIARAC&usg=AOvVaw1ewhsBSFaQVCiESGYfK54p,infrastructure generative AI
The Year in Review - the year in Infrastructure,2025-12-27,Unknown,"It's been a crazy year for digital infrastructure with trillions of dollars promises for new AI data centers, associated bubbles, the dawn of agents,...",https://diginomica.com/year-review-year-infrastructure%3Famp&ved=2ahUKEwiPyojvqt2RAxVGUkEAHf8sEcEQxfQBegQIBxAC&usg=AOvVaw1WqR6CnSRAdmTBDWMSlgIt,infrastructure neural networks
Reversal Confirmed BCPL Railway Infrastructure Limited Stock Rallies Above MA - Monthly Performance Summary & Predict Volatility With Our Neural Network,2025-12-27,Unknown,【Investment News】✌️ Grow your capital faster with expert recommendations that routinely deliver gains of 200% and beyond.,http://bollywoodhelpline.com/sensitivity-analysis/Reversal-Confirmed-BCPL-Railway-Infrastructure-Limited-Stock-Rallies-Above-MA&ved=2ahUKEwiPyojvqt2RAxVGUkEAHf8sEcEQxfQBegQIARAC&usg=AOvVaw1iWqWHHLZ6pdL4dvF6UARL,infrastructure neural networks
